D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_37_725.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_37_725.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_37_725.jpg,0,0,0,4.62E-06
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_37_797.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_37_797.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_37_797.jpg,0,0.05410993,0,0.01510402
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_37_868.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_37_868.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_37_868.jpg,0,0.2993179,0,0.1971177
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_37_938.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_37_938.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_37_938.jpg,0,0.4843366,0,0.4943392
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_010.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_010.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_010.jpg,-0.1,0.6992101,0,1.030166
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_082.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_082.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_082.jpg,-0.3,0.9419454,0,1.868998
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_155.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_155.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_155.jpg,-0.4605538,1,0,2.552987
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_229.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_229.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_229.jpg,-0.212796,1,0,3.494784
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_302.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_302.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_302.jpg,0,1,0,4.433265
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_376.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_376.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_376.jpg,0,1,0,5.130929
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_448.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_448.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_448.jpg,0,1,0,6.055621
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_519.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_519.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_519.jpg,0,1,0,6.744457
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_591.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_591.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_591.jpg,0,1,0,7.656654
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_663.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_663.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_663.jpg,-0.15,1,0,8.556518
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_733.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_733.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_733.jpg,-0.3,1,0,9.211322
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_804.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_804.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_804.jpg,-0.2422872,1,0,10.08643
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_875.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_875.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_875.jpg,-0.05469456,1,0,10.75082
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_38_947.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_38_947.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_38_947.jpg,0,1,0,11.72319
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_018.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_018.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_018.jpg,0,1,0,12.03077
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_089.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_089.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_089.jpg,-0.1,1,0,13.15327
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_162.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_162.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_162.jpg,-0.3,1,0,13.9574
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_236.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_236.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_236.jpg,-0.3741813,1,0,14.61389
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_308.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_308.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_308.jpg,-0.1288842,1,0,15.45202
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_382.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_382.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_382.jpg,0,1,0,16.27847
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_455.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_455.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_455.jpg,0,1,0,16.85396
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_529.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_529.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_529.jpg,-0.1,1,0,17.70432
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_603.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_603.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_603.jpg,-0.3,1,0,18.50759
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_677.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_677.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_677.jpg,-0.4107491,1,0,19.06457
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_744.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_744.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_744.jpg,-0.1813407,1,0,19.88154
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_819.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_819.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_819.jpg,0,1,0,20.46609
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_890.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_890.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_890.jpg,-0.15,1,0,21.2641
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_39_964.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_39_964.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_39_964.jpg,-0.35,1,0,22.0278
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_40_038.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_40_038.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_40_038.jpg,-0.5490995,1,0,22.5506
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_40_107.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_40_107.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_40_107.jpg,-0.3181879,1,0,23.29792
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_40_176.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_40_176.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_40_176.jpg,-0.1407377,1,0,23.88311
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_40_243.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_40_243.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_40_243.jpg,-0.05,1,0,24.64796
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_40_311.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_40_311.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_40_311.jpg,-0.2,1,0,25.2264
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_40_388.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_40_388.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_40_388.jpg,-0.26,1,0,25.95838
D:\udacity\pycharm code\p3\logfile3\IMG\center_2017_11_19_19_49_40_460.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\left_2017_11_19_19_49_40_460.jpg,D:\udacity\pycharm code\p3\logfile3\IMG\right_2017_11_19_19_49_40_460.jpg,-0.07184878,1,0,26.52959
